# nyaa/2128987 [千夏字幕组][上伊那牡丹，醉姿如百合_Kamiina Botan, Yoeru Sugata wa Yuri no Hana][第01-12话][1080p_AVC][简体][合集]
[Airota][Kamiina Botan, Yoeru Sugata wa Yuri no Hana][01-12][1080p AVC AAC][CHS]/[Airota][Kamiina Botan, Yoeru Sugata wa Yuri no Hana][01][1080p AVC AAC][CHS].mp4	243269632
[Airota][Kamiina Botan, Yoeru Sugata wa Yuri no Hana][01-12][1080p AVC AAC][CHS]/[Airota][Kamiina Botan, Yoeru Sugata wa Yuri no Hana][02][1080p AVC AAC][CHS].mp4	285002957
[Airota][Kamiina Botan, Yoeru Sugata wa Yuri no Hana][01-12][1080p AVC AAC][CHS]/[Airota][Kamiina Botan, Yoeru Sugata wa Yuri no Hana][03][1080p AVC AAC][CHS].mp4	204367462
[Airota][Kamiina Botan, Yoeru Sugata wa Yuri no Hana][01-12][1080p AVC AAC][CHS]/[Airota][Kamiina Botan, Yoeru Sugata wa Yuri no Hana][04][1080p AVC AAC][CHS].mp4	224080691
[Airota][Kamiina Botan, Yoeru Sugata wa Yuri no Hana][01-12][1080p AVC AAC][CHS]/[Airota][Kamiina Botan, Yoeru Sugata wa Yuri no Hana][05][1080p AVC AAC][CHS].mp4	221983539
[Airota][Kamiina Botan, Yoeru Sugata wa Yuri no Hana][01-12][1080p AVC AAC][CHS]/[Airota][Kamiina Botan, Yoeru Sugata wa Yuri no Hana][06][1080p AVC AAC][CHS].mp4	255118541
[Airota][Kamiina Botan, Yoeru Sugata wa Yuri no Hana][01-12][1080p AVC AAC][CHS]/[Airota][Kamiina Botan, Yoeru Sugata wa Yuri no Hana][07][1080p AVC AAC][CHS].mp4	283325235
[Airota][Kamiina Botan, Yoeru Sugata wa Yuri no Hana][01-12][1080p AVC AAC][CHS]/[Airota][Kamiina Botan, Yoeru Sugata wa Yuri no Hana][08][1080p AVC AAC][CHS].mp4	265394586
[Airota][Kamiina Botan, Yoeru Sugata wa Yuri no Hana][01-12][1080p AVC AAC][CHS]/[Airota][Kamiina Botan, Yoeru Sugata wa Yuri no Hana][09][1080p AVC AAC][CHS].mp4	242011341
[Airota][Kamiina Botan, Yoeru Sugata wa Yuri no Hana][01-12][1080p AVC AAC][CHS]/[Airota][Kamiina Botan, Yoeru Sugata wa Yuri no Hana][10][1080p AVC AAC][CHS].mp4	232364442
[Airota][Kamiina Botan, Yoeru Sugata wa Yuri no Hana][01-12][1080p AVC AAC][CHS]/[Airota][Kamiina Botan, Yoeru Sugata wa Yuri no Hana][11][1080p AVC AAC][CHS].mp4	222088397
[Airota][Kamiina Botan, Yoeru Sugata wa Yuri no Hana][01-12][1080p AVC AAC][CHS]/[Airota][Kamiina Botan, Yoeru Sugata wa Yuri no Hana][12][1080p AVC AAC][CHS].mp4	305345331
